Open,Close,High,Low,Volume,Date
2309,2309,2321,2257.5,,01/30/20
2277.5,2296.5,2332.5,2263,,01/29/20
2273.5,2283,2336.5,2252.5,,01/28/20
2411.5,2264.5,2414,2260,,01/27/20
2427.5,2427.5,2427.5,2427.5,,01/26/20
2464.5,2427.5,2491,2385,,01/24/20
2476,2463.5,2542,2391,,01/23/20
2402,2480.5,2485,2384,,01/22/20
2502.5,2406.5,2521,2378,,01/21/20
2489.5,2502,2580.5,2475.5,,01/20/20
2483,2471,2483,2471,,01/19/20
2312,2483,2530,2307.5,,01/17/20
2266,2312,2387,2260.5,,01/16/20
2196.5,2262,2267.5,2191,,01/15/20
2134,2191.5,2196,2125,,01/14/20
2112.5,2132.5,2148.5,2110.5,,01/13/20
2121,2120.5,2121,2120.5,,01/12/20
2120,2121,2130.5,2098,,01/10/20
2108,2107.5,2151.5,2060,,01/09/20
2058.5,2108,2109.5,2027.5,,01/08/20
2034,2054,2057,2018.5,,01/07/20
2002,2034,2034,2001,,01/06/20
1984.5,1985,1985,1984.5,,01/05/20
1960,1984.5,1989,1958.5,,01/03/20
1945,1963,1965.5,1939.5,,01/02/20
1943,1943,1943,1943,,01/01/20
1908.5,1942,1944.5,1907.5,,12/31/19
1909,1911,1916,1903.5,,12/30/19
1906.5,1911.5,1911.5,1906.5,,12/29/19
1902.5,1906.5,1914,1898,,12/27/19
1887.5,1903.5,1906,1882.5,,12/26/19
1888.5,1888.5,1888.5,1888.5,,12/25/19
1876,1885.5,1896,1864,,12/24/19
1851,1879,1888,1820.5,,12/23/19
1856.5,1855,1856.5,1855,,12/22/19
1938,1856.5,1948.5,1831.5,,12/20/19
1922.5,1937.5,1942,1918.5,,12/19/19
1947,1922.5,1953.5,1920,,12/18/19
1985.5,1951.5,2000.5,1932,,12/17/19
1940,1976.5,1995,1939,,12/16/19
1931,1934.5,1934.5,1931,,12/15/19
1959.5,1931,1982,1914,,12/13/19
1914.5,1944,1946,1911,,12/12/19
1900,1912.5,1918.5,1896,,12/11/19
